ftalk	stalk
tbe	the
college	college
hoard	board
f	s
aptitnde	aptitude
test	test
vill	will
be	be
and	and
the	the
finah	final
datc	date
or	for
filiug	filing
he	be
yesterday	yesterday
but	but
grl	dri
zuckcrman	zuckerman
lay	say
be	he
bave	have
write	write
affurance	assurance
from	from
thc	the
college	college
board	board
and	and
the	the
educational	educational
telt	test
service	service
wlich	which
adminiftr	administer
tbe	the
test	test
that	that
tle	the
penaltv	penalty
for	for
late	late
fihing	filing
aill	will
be	be
iaivc	waive
for	for
th	the
fericf	series
for	for
applicant	applicant
from	from
the	the
city	city
f	s
puhllc	public
higl	high
fcbool	school
only	only
applicant	applicant
for	for
thefc	these
telt	test
may	may
ibtain	obtain
information	information
hooklcl	booklet
aud	and
application	application
flrm	form
from	from
tle	the
examination	examination
board	board
f	s
local	local
oflice	office
at	at
riverfide	riverside
drive	drive
the	the
regcnt	regent
fcbolarsbp	scholarship
examination	examination
have	have
be	be
postpond	postpone
and	and
of	of
lhe	the
reopen	reopen
oi	of
the	the
sclool	school
tbe	the
test	test
date	date
for	for
the	the
new	new
york	york
dety	city
public	public
high	high
shool	school
for	for
tle	the
prehiminary	preliminary
fcholaftic	scholastic
aptitude	aptitude
teft	test
usually	usually
take	take
in	in
the	the
junioi	junior
year	year
origmnally	originally
fchcdule	schedule
or	for
have	have
auso	also
be	be
posipone	postpone
while	while
dri	dri
zuckerman	zuckerman
ftreff	stress
that	that
parent	parent
and	and
ftudent	student
fhould	should
avoid	avoid
panic	panic
hv	by
rememher	remember
tlat	that
colueg	college
admifsion	admission
be	be
determine	determine
on	on
the	the
basis	basis
of	of
three	three
year	year
of	of
academic	academic
work	work
and	and
continuing	continuing
performancc	performance
and	and
progrsf	progress
he	he
aufo	also
warn	warn
that	that
student	student
be	be
expect	expect
to	to
continue	continue
to	to
perform	perform
n	in
a	a
found	sound
academic	academic
way	way
during	during
tleir	their
fcnior	senior
veai	year
college	college
cau	can
ahways	always
withdraw	withdraw
an	an
offer	offer
oi	of
admifflon	admission
f	if
tle	the
fudent	student
n	in
lis	his
fenior	senior
ycar	year
ollapfe	collapse
academicauly	academically
h	he
iav	say
but	but
le	he
empbasize	emphasize
that	that
tbe	the
closing	closing
of	of
the	the
fchool	school
do	do
not	not
prevent	prevent
ftudent	student
from	from
conlinuc	continue
their	their
ftudv	study
on	on
tleir	their
own	own
and	and
implv	imply
that	that
cohlege	college
would	would
be	be
imprels	impress
hy	by
fucb	such
effort	effort
he	he
urge	urge
ftudcut	student
to	to
make	make
widh	wide
use	use
of	of
the	the
public	public
library	library
in	in
the	the
ield	field
of	of
englifl	english
and	and
focial	social
study	study
tlev	they
be	be
stll	still
opcn	open
your	your
reading	reading
list	list
can	can
be	be
find	find
at	at
at	at
thc	the
eud	end
of	of
he	he
urge	urge
them	them
to	to
appeah	appeal
to	to
librarian	librarian
or	for
help	help
when	when
neceffary	necessary
conrfe	course
avaiuable	available
in	in
mallematicf	mathematics
and	and
fcienfe	science
he	he
add	add
tutorial	tutorial
progiam	program
be	be
available	available
at	at
tbe	the
hocal	local
colucge	college
cmmunily	community
centbr	center
religious	religious
huilding	building
and	and
otler	other
place	place
and	and
thev	they
be	be
be	be
ftaff	staff
bv	by
vol	vol
teacher	teacher
fueb	such
course	course
bc	be
free	free
and	and
the	the
tcachei	teacher
witl	with
approvau	approval
by	by
tle	the
united	united
federaiion	federation
of	of
teacber	teacher
be	be
fervc	serve
without	without
pay	pay
student	student
be	be
urge	urge
to	to
inquir	inquire
in	in
their	their
nelghborlod	neighborhood
to	to
find	find
sucb	such
denter	center
the	the
cooper	cooper
union	union
be	be
ofer	offer
fpecial	special
tutorial	tutorial
clasf	class
for	for
senor	senior
on	on
monday	monday
afternoon	afternoon
in	in
matbematicf	mathematics
phvficf	physics
and	and
dbemistry	chemistry
loi	for
information	information
ftudent	student
may	may
cauh	call
algonquin	algonquin
fimilar	similar
courfe	course
he	be
avilahlc	available
at	at
pratt	pratt
infttute	institute
and	and
pace	pace
foflege	college
council	council
of	of
sujcrvisorv	supervisory
thc	the
organizatin	organization
of	of
principal	principal
and	and
otlcr	other
admuniftrator	administrator
be	be
plan	plan
t	to
lish	lish
a	a
colhege	college
informalion	information
sew	sew
ice	ice
us	use
telephone	telephone
tbe	the
xpert	expert
agree	agree
e	e
volunleer	volunteer
their	their
if	if
sbutdown	shutdown
herf	hers
eie	ere
and	and
ftronglv	strongly
not	not
to	to
goof	goof
off	off
tbif	this
be	be
a	a
wonderful	wonderful
opjortunitv	opportunity
for	for
independent	independent
fludy	study
and	and
manv	many
cohlege	college
olflccr	officer
feel	feel
that	that
advantage	advantage
of	of
thif	this
permod	period
can	can
add	add
an	an
mpresfivc	impressive
faclor	factor
in	in
the	the
ftudeet	student
s	s
favr	favor
in	in
a	a
listoric	historic
dedsion	decision
that	that
hraden	broaden
tbe	the
riglt	right
of	of
spouse	spouse
in	in
divorcc	divorce
actmou	action
the	the
nev	new
vork	york
couit	court
of	of
appeal	appeal
iule	rule
unanimouflv	unanimously
in	in
albanv	albany
thai	that
a	a
yonkers	yonkers
aoman	woman
who	who
beup	help
pay	pay
for	for
lcr	her
former	former
bulband	husband
s	s
medifal	medical
cducatiou	education
be	be
entitle	entitle
to	to
a	a
fbare	share
of	of
tle	the
value	value
f	of
thc	the
licensc	license
be	he
lubsequntly	subsequently
the	the
ruling	ruling
a	a
major	major
tsl	test
of	of
the	the
ftatc	state
f	s
fiveyarold	fiveyearold
lai	law
place	place
nea	new
york	york
in	in
the	the
small	small
minority	minority
of	of
state	state
tbat	that
have	have
deem	deem
profefional	professional
lcenfc	license
r	or
degrec	degree
to	to
be	be
maritao	marital
property	property
rather	rather
than	than
tl	the
separate	separate
propertv	property
of	of
tbe	the
tb	the
decision	decision
cme	come
in	in
the	the
cafe	case
of	of
loretta	loretta
and	and
michael	michael
o	o
hrien	brien
a	a
westchciter	westchester
countv	county
couple	couple
whole	whose
marriag	marriage
end	end
in	in
divorce	divorce
in	in
during	during
mucl	much
o	of
their	their
marriage	marriage
including	including
a	a
stint	stint
in	in
guadalajaia	guadalajara
mexico	mexico
mrs	mrs
o	o
brien	brien
work	work
as	as
a	a
fdhoolteachcr	schoolteacher
vhile	while
dri	dri
o	o
brien	brien
be	be
ln	in
medical	medical
training	training
in	in
december	december
three	three
month	month
after	after
le	he
receivi	receive
his	his
medicau	medical
license	license
dri	dri
o	o
brien	brien
fue	sue
for	for
divore	divorce
tlen	then
quickly	quickly
ecftatic	ecstatic
noa	now
tutorlng	tutoring
ftudent	student
privatcly	privately
n	in
wejtchefter	westchester
county	county
fav	say
fhe	she
be	be
ecftatic	ecstatic
about	about
tbe	the
ruling	ruling
it	it
mean	mean
that	that
people	people
can	can
l	t
ufc	use
you	you
and	and
walk	walk
out	out
on	on
vou	you
whenver	whenever
thev	they
feeu	feel
like	like
it	it
fbe	she
fay	say
i	i
can	can
t	t
hehieve	believe
it	it
but	but
juftice	justice
lave	have
but	but
dri	dri
o	o
hrien	brien
f	s
lawyer	lawyer
wllard	willard
dafilva	dasilva
of	of
garden	garden
citv	city
varn	warn
that	that
by	by
fail	fail
to	to
define	define
precifelv	precisely
wlat	what
conftitute	constitute
a	a
prfefsional	professional
degree	degree
or	or
licenfe	license
tbe	the
opinion	opinion
could	could
create	create
turmoil	turmoil
in	in
tbe	the
if	if
a	a
medicau	medical
license	license
be	be
properlv	property
b	he
fay	say
tben	then
fo	so
too	too
be	be
litenfe	license
of	of
everv	every
other	other
sort	sort
for	for
truck	truck
driver	driver
pharmacilt	pharmacist
biantican	beautician
termitecontrol	termitecontrol
people	people
whicl	which
requirc	require
somc	some
form	form
of	of
educational	educational
thk	the
decision	decision
do	do
not	not
addrcff	address
dlrcctly	directly
whether	whether
it	it
apply	apply
quahly	equally
to	to
aork	work
and	and
nonwoiking	nonworking
fpouse	spouse
bowcver	however
jndgc	judge
rchard	richard
d	d
simonf	simons
wiite	write
for	for
tbe	the
court	court
say	say
lhat	that
equitahu	equitable
distribution	distribution
he	be
hafe	base
on	on
the	the
premse	premise
that	that
a	a
marriag	marriage
be	be
among	among
other	other
thlng	thing
parent	parent
wagw	wage
earner	earner
or	or
homcmaker	homemaker
and	and
that	that
these	these
refpcctiae	respective
contrhution	contribution
fhouhd	should
ordinarilv	ordinarily
be	be
iegard	regard
af	as
wlile	while
otler	other
flale	state
lave	have
hold	hold
profeffional	professional
license	license
to	to
bc	be
feparate	separate
property	property
judge	judge
simonl	simons
writ	write
the	the
new	new
york	york
uegislature	legislature
deberatclv	deliberately
go	go
lar	far
wln	when
it	it
draft	draft
the	the
law	law
tbat	that
measure	measure
he	he
mantain	maintain
radcahly	radically
redfine	redefine
the	the
noton	notion
of	of
propertv	property
creatc	create
a	a
new	new
fpecics	species
of	of
property	property
previouely	previously
unknown	unknown
at	at
cmmon	common
aw	law
or	or
under	under
prior	prior
tle	the
laa	law
of	of
equilahle	equitable
diftrihution	distribution
le	he
note	note
defin	define
marital	marital
propeity	property
al	as
all	all
pioperty	property
acquire	acquire
hy	by
eitler	either
or	or
both	both
spoufe	spouse
during	during
tle	the
marriage	marriage
regardeff	regardless
of	of
tle	the
fcrm	form
in	in
wlich	which
it	it
he	be
lohd	hold
dircct	direct
or	or
indredt	indirect
lelp	help
in	in
apply	apply
that	that
definitlon	definition
he	he
contlnue	continue
the	the
statute	statute
urgc	urge
couru	court
to	to
confidcr	consider
sucl	such
thing	thing
af	as
any	any
dirccl	direct
or	or
indircdt	indirect
contrihutiln	contribution
tovard	toward
the	the
acqnisition	acquisition
of	of
martal	marital
property	property
iniluding	including
joint	joint
effort	effort
or	or
expenditure	expenditure
and	and
contribution	contribution
and	and
fcrvice	service
af	as
a	a
fiousc	spouse
parent	parent
vagc	wage
earner	earner
and	and
homemaker	homemaker
and	and
t	to
the	the
eareer	career
or	or
careei	career
potentiah	potential
of	of
the	the
better	better
quallfv	qualify
af	as
tbe	the
tvpe	type
of	of
joint	joint
cffort	effort
that	that
tbe	the
statute	statute
s	s
economic	economic
partncrfhlp	partnership
theorv	theory
he	be
ntend	intend
to	to
addreff	address
than	than
contribution	contribution
toward	toward
one	one
fpoufe	spouse
f	s
acquifiton	acquisition
of	of
a	a
proielfonal	professional
license	license
he	he
under	under
this	this
new	new
formulatien	formulation
of	of
property	property
judge	judge
simnf	simons
go	go
on	on
t	it
do	do
not	not
mattci	matter
wbetler	whether
the	the
licnle	license
could	could
be	be
tranffer	transfer
or	or
fel	sell
or	or
have	have
any	any
value	value
on	on
thc	the
open	open
markei	market
or	or
be	be
even	even
wortl	worth
anvthing	anything
during	during
tbe	the
cours	course
of	of
tbe	the
mrs	mrs
o	o
hricn	brien
he	he
irite	write
vork	work
continuoufly	continuously
during	during
tlc	the
marriage	marriage
and	and
contribute	contribute
ahl	all
of	of
hei	her
earningf	earnings
to	to
lhcr	their
joint	joint
effort	effort
lba	she
faerufice	sacrifice
her	her
an	own
rducatlonal	educational
and	and
warelr	career
ojprtunitv	opportunity
and	and
she	she
travel	travel
wth	with
jlaintiff	plaintiff
to	to
mexico	mexico
for	for
three	three
and	and
a	a
ialf	half
ver	year
cconomlc	economic
parlnership	partnership
tle	the
legislature	legislature
have	have
dccide	decide
he	he
continue	continue
that	that
these	these
contrihution	contribution
reprefent	represent
invcstmcnt	investment
in	in
tle	the
economic	economic
parlnersbip	partnership
of	of
ihe	the
marrage	marriage
and	and
what	that
lhe	the
product	product
of	of
the	the
partv	party
joint	joint
cffort	effort
ihe	the
profeffional	professional
licenfe	license
fhuld	should
he	be
consider	consider
jarital	marital
mer	mere
rdimburfement	reimbursement
of	of
ler	her
mouetarv	monetary
invcitment	investment
ln	in
tle	the
marriage	marriage
a	a
state	state
supreme	supreme
couit	court
justire	justice
in	in
vestchester	westchester
richard	richard
ja	ja
daronco	daronco
rule	rule
tlat	that
dri	dri
o	o
brien	brien
f	s
medica	medical
lcense	license
be	be
marital	marital
irperty	property
and	and
calculatc	calculate
that	that
mrf	mrs
o	o
brien	brien
be	be
entltle	entitle
to	to
percent	percent
of	of
itf	its
worth	worth
a	a
value	value
he	he
jhace	place
at	at
his	his
rulng	ruling
be	be
later	later
rcvcrfe	reverse
by	by
the	the
appellate	appellate
divlfion	division
of	of
ftate	state
fupremc	supreme
court	court
in	in
in	in
its	its
decision	decision
yesterday	yesterday
the	the
court	court
f	of
appeal	appeal
uphold	uphold
justice	justice
daronco	daronco
f	s
oi	of
thc	the
licnse	license
but	but
it	it
nd	find
the	the
bafif	basis
oi	of
llc	the
judge	judge
f	s
linancial	financial
evaluation	evaluation
of	of
tbe	the
licenfe	license
f	s
valuw	value
inadequate	inadequate
and	and
send	send
the	the
cafe	case
hadk	back
to	to
the	the
appellate	appellate
dlvifion	division
to	to
confidey	consider
tbe	the
mater	matter
mrf	mrs
o	o
bren	brien
f	s
lawver	lawyer
albert	albert
ja	ja
lav	say
vefterday	yesterday
that	that
h	he
be	be
prepare	prepare
to	to
arguc	argue
tlat	that
thc	the
he	be
unfairlv	unfairly
dri	dri
o	o
brien	brien
a	a
yearohd	yearold
primaryare	primarycare
phyfician	physician
sav	say
tbat	that
by	by
the	the
ongoing	ongoing
nature	nature
of	of
mcdical	medical
edicatiou	education
a	a
licenfe	license
should	should
not	not
be	be
confidcr	consider
he	he
have	have
arguc	argue
tbat	that
tbe	the
marriage	marriage
havc	have
loug	long
be	be
uufatiffying	unsatisfying
but	but
that	that
be	be
through	through
a	a
divorce	divorce
bcfore	before
and	and
hcr	her
father	father
lave	have
thraten	threaten
to	to
lurt	hurt
lls	his
career	career
if	if
he	he
iue	file
for	for
one	one
an	an
nveftmul	investment
opportunity	opportunity
after	after
all	all
of	of
the	the
grief	grief
and	and
vindictiveneff	vindictiveness
that	that
she	she
f	s
put	put
me	me
and	and
my	my
family	family
thiougb	through
i	i
tbmnk	think
fhf	she
f	s
be	be
more	more
tlan	than
compenfate	compensate
ior	for
any	any
money	money
that	that
mav	may
be	be
owe	owe
be	he
av	say
tie	the
ruling	ruling
be	he
adl	add
juft	just
reiterate	reiterate
that	that
i	i
be	be
he	be
ufc	use
af	as
an	an
nveztment	investment
opportunity	opportunity
and	and
now	now
llat	that
incstment	investment
lave	have
hc	be
pay	pay
ihe	the
couple	couple
meet	meet
in	in
when	when
hoth	both
he	be
work	work
in	in
thc	the
fboe	shoe
department	department
of	of
gimhcus	gimbels
in	in
veltchester	westchester
mrf	mrs
o	o
brien	brien
who	who
he	be
now	now
infist	insist
that	that
fle	she
and	and
ber	her
famihv	family
he	be
largely	largely
responfible	responsible
ior	for
hcr	her
formr	former
hufband	husband
f	s
decifion	decision
to	to
enter	enter
medicine	medicine
hotl	both
she	she
and	and
ler	her
father	father
fhe	she
fay	say
enfourpge	encourage
him	him
to	to
complcte	complete
hif	his
undergraduate	undergraduate
schoollng	schooling
tlcn	then
belp	help
finance	finance
tbe	the
prcmedical	premedical
courle	course
be	he
nced	need
to	to
applv	apply
to	to
medicah	medical
dri	dri
o	o
brien	brien
be	be
ultmmately	ultimately
admit	admit
to	to
nniveifidad	universidad
autonoma	autonoma
de	de
guadalajara	guadalajara
in	in
alfo	also
have	have
to	to
learn	learn
panifh	spanish
to	to
functon	function
in	in
a	a
nei	new
cnvironment	environment
hold	hold
job	job
teacl	teach
klndergarten	kindergarten
and	and
tutoring	tutoring
euglish	english
ler	her
earningf	earnings
pluf	plus
student	student
loan	loan
and	and
contribution	contribution
irom	from
hoth	both
family	family
bclp	help
pav	pay
for	for
dri	dri
o	o
hricu	brien
f	s
thc	the
couple	couple
return	return
to	to
the	the
united	united
ftate	state
in	in
wbere	where
sbe	she
resume	resume
tcaching	teaching
and	and
h	he
continuc	continue
his	his
medieal	medical
traning	training
they	they
separatc	separate
in	in
aprl	april
five	five
montl	month
before	before
dri	dri
o	o
brien	brien
reccive	receive
bif	his
medical	medical
license	license
he	he
file	file
for	for
divorce	divorce
in	in
deeember	december
and	and
sbe	she
file	file
a	a
counterclam	counterclaim
the	the
divoicc	divorce
he	be
nhtimately	ultimately
uncontcfted	uncontested
valuable	valuable
propertv	property
right	right
a	a
professional	professional
llcenfe	license
could	could
be	be
consider	consider
propertv	property
even	even
under	under
traditional	traditional
deinition	definition
of	of
tbe	the
term	term
judge	judge
fimonf	simons
write	write
hecaufe	because
it	it
be	be
a	a
valuable	valuable
propertv	property
rlgbt	right
reflect	reflect
in	in
thc	the
moncy	money
cifort	effort
and	and
loje	lose
opportuuity	opportunity
or	for
employment	employment
expend	expend
in	in
itl	its
afquisition	acquisition
and	and
alfo	also
in	in
the	the
enbance	enhance
earn	earn
capacity	capacity
ii	it
aford	afford
its	its
holder	holder
wlich	which
may	may
not	not
he	be
rcvoke	revoke
witlout	without
due	due
procesf	process
of	of
tbat	that
a	a
professionau	professional
liccnsc	license
have	have
no	no
market	market
value	value
he	be
irrelevant	irrelevant
he	he
divorce	divorce
seitlemnt	settlement
lc	he
add	add
be	be
no	no
more	more
difficnlt	difficult
thau	than
compuling	computing
tort	tort
damage	damage
for	for
wrongful	wrongful
death	death
ur	or
dimnlfb	diminish
earn	earn
capacitv	capacity
iefult	result
from	from
in	in
a	a
concur	concur
opinion	opinion
judge	judge
hernard	bernard
sa	sa
meyer	meyer
warn	warn
tbal	that
unfalrneis	unfairness
might	might
refuut	result
unhefs	unless
lcgislation	legislation
be	be
enact	enact
allow	allow
courl	court
to	to
modifv	modify
properly	property
fettlemcnt	settlement
flould	should
tbe	the
license	license
holdcr	holder
take	take
a	a
dflerent	different
leff	less
remuncrative	remunerative
career	career
path	path
the	the
poiut	point
be	be
that	that
equitable	equitable
diltrbulion	distribution
he	be
not	not
intcnd	intend
to	to
make	make
a	a
career	career
decision	decision
for	for
a	a
licenfed	licensed
spoufe	spouse
still	still
n	in
tralning	training
he	he
faluy	sally
weinraub	weinraub
of	of
